edad,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,num_productos,genero_Masculino,genero_Otro,region_Norte,region_Sur,estado_civil_Divorciado,estado_civil_Soltero,uso_app_Bajo,uso_app_Medio,tipo_plan_Estandar,tipo_plan_Premium,canal_registro_Tienda,canal_registro_Web,dia_semana_registro_Jueves,dia_semana_registro_Lunes,dia_semana_registro_Martes,dia_semana_registro_Miercoles,dia_semana_registro_Sabado,dia_semana_registro_Viernes,abandono
65.0,724981.664843013,520226.98657177086,1522277.394617421,307.6829349940806,76.0,4.0,293.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
49.0,634360.7109747822,649519.3015215055,2896430.887015539,528.8872935713049,51.0,14.0,124.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
79.0,656293.9877313697,242747.2435865699,116276.02025897264,365.3674004564136,94.0,3.0,237.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
27.0,835130.5100356947,430258.695873438,1983113.0597152836,561.0816831382601,72.0,18.0,73.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27.0,567000.7543266142,200302.293709736,2378381.850202285,574.9976586690218,67.0,17.0,250.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
48.0,1428205.9703199978,428619.9196674603,2475490.506800454,524.5609397139227,80.0,16.0,71.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43.0,726630.0480780505,420213.707915624,3024393.026274796,615.9760925825807,115.0,18.0,138.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
71.0,380457.6675411139,495308.0560138194,1491323.4539252308,609.520899096766,4.0,5.0,14.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
75.0,744354.313907679,568951.6361898454,2867226.657072171,700.5294075284879,52.0,13.0,331.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
44.0,614650.0954848349,626429.5163303029,1611969.8879940568,714.7772930657052,67.0,9.0,112.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,1150607.794094287,380789.3750007928,474577.6007474831,663.2276239784335,77.0,4.0,249.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
69.0,921716.145395268,654483.6257179226,1942171.44649122,318.14289337813244,5.0,12.0,358.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
45.0,574117.1549390153,475414.977139232,1919968.4772505164,718.972208267477,114.0,17.0,312.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,1014228.6737464266,228911.59269542524,1328963.0443232614,614.0094845241325,81.0,4.0,168.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49.0,810995.8349070762,396241.0784974929,1299752.0878756547,527.6270300809756,24.0,14.0,282.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
29.0,974662.2521027228,598239.3835460007,3615375.1373057375,744.4880053597685,102.0,5.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
51.0,668093.9267397557,398746.78581756074,51157.79303605063,590.9723350785596,35.0,19.0,183.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44.0,1070750.511057464,335343.0695688472,2257686.39537372,349.66413944248865,36.0,4.0,299.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
61.0,863232.6324316196,326806.243460955,3042100.7953760987,714.4046812522859,30.0,13.0,304.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26.0,750172.3440891857,223408.47821014,2310756.0730084823,578.1468908491318,71.0,1.0,336.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
58.0,804753.3494655648,253517.7608642608,1679793.2855878538,496.2103608737728,14.0,6.0,219.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
37.0,876735.5552213341,143108.23229895014,1530234.2789584815,458.19778525714185,24.0,11.0,139.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
58.0,784205.9860594732,369917.4582597378,1927133.8510069395,350.39799097905217,40.0,14.0,108.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
19.0,642708.8573603989,364683.5815869296,2646911.366906828,507.8358295532435,15.0,19.0,216.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
77.0,1086208.661085315,179983.07906542762,2116916.085006534,652.9640188475818,96.0,2.0,174.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,758876.8004400259,189172.69015127077,1797447.0865745763,367.24768434599247,49.0,16.0,363.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77.0,898156.5991648125,259987.2874084181,980273.1438174272,778.1889642902806,32.0,6.0,341.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
34.0,725626.5351062559,271620.8906667322,3222286.162775515,630.8744039866026,53.0,5.0,180.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
59.0,911099.914770551,573064.5174655415,2545105.1435415186,367.10777826393246,56.0,9.0,47.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
60.0,938912.8786133904,586802.8975902079,2296975.823125928,488.5372694794245,106.0,17.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18.0,455385.85888746585,854605.2650923363,3120749.4577182555,679.3316684471026,9.0,10.0,160.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
73.0,864125.5739939394,533034.8022616182,1745334.5734367294,768.7711055514692,32.0,15.0,19.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
25.0,786715.8621899919,278409.8789903557,2498866.4049820527,772.7335622266194,81.0,14.0,179.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
59.0,982000.5953641316,362987.4361885621,1929925.7952367703,649.5915962802943,108.0,16.0,193.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
71.0,985665.3400453744,502119.9759454448,2222162.7977120755,665.1304570561053,86.0,1.0,70.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
68.0,729236.8308034274,501954.98374721024,1514584.217835995,542.2958892179462,39.0,13.0,73.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,502175.2544743659,515798.57329503424,2403134.551236242,758.6605258246196,37.0,19.0,72.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
36.0,490163.2110616274,398746.78581756074,335407.930556569,621.4732766411806,107.0,4.0,164.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
58.0,1077884.455777225,118584.1900520525,2307572.626037752,601.0948935201426,58.0,9.0,349.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18.0,1178423.405546068,512829.5141146423,1457903.5970495993,592.150677038339,73.0,11.0,40.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76.0,936148.3147768422,555281.819930305,2651269.216870217,613.170871702461,64.0,18.0,263.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
62.0,1109896.999021526,316824.3924952119,2349812.9126781137,611.5963320331816,100.0,16.0,255.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,1167159.0413816243,511942.5808712344,2649992.731507777,640.9731373692558,37.0,15.0,185.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,114206.34168059575,270014.626638708,1668506.620454575,509.1023253023477,29.0,4.0,327.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,1069457.9309670627,398746.78581756074,2234662.2526736013,697.8883367806643,82.0,16.0,125.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
34.0,579514.7208918455,496513.31256760174,3203906.8377202144,559.2200126985925,87.0,2.0,97.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,747952.9032747487,431066.22431705706,1158844.358224506,655.2773169802119,21.0,7.0,125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53.0,1087637.6318421906,429307.9736237159,3259745.773332251,739.6797174325316,73.0,18.0,135.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44.0,780705.3734031584,378574.4002130288,951786.7865111162,804.6575808743053,66.0,6.0,86.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
67.0,735001.7628396995,348915.564504285,2214474.8989499854,701.9366086627869,64.0,15.0,220.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43.0,761320.3284855861,473996.49710193183,1389141.3045759187,583.2399926784622,116.0,9.0,166.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65.0,965195.9430610364,-70550.45349127159,1439252.289806103,595.8248532207788,58.0,17.0,162.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
40.0,811650.6663420462,591425.7411819908,-1603.7895847493785,651.3895131605639,10.0,16.0,93.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
47.0,998950.2366850266,359928.62921357853,1213929.8469582926,494.1500621985143,115.0,12.0,229.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
53.0,916324.1726393336,402505.7721496914,1720941.7024563325,515.8516941933576,18.0,4.0,174.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
78.0,359722.9535362022,651087.1378396233,2168064.6979945344,500.80028692226296,10.0,8.0,202.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
35.0,977608.3036053362,367918.9555236968,3088127.914709881,718.7315201665414,87.0,1.0,113.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
39.0,1185477.5541709273,392782.4556321999,2285376.199199335,648.9545002388514,50.0,11.0,24.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
38.0,916640.838656594,356907.0958405464,2621069.740644217,451.0896989221103,4.0,2.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
60.0,804753.3494655648,423704.55173706205,2410205.9186276007,474.99626119738895,51.0,8.0,50.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.0,839534.0675779312,655224.4745487492,1000392.6134855986,601.0948935201426,115.0,1.0,272.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
79.0,780673.6851013378,372807.57419682393,1981991.4800803645,505.93304484198273,2.0,4.0,344.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,1235471.096620583,65318.90549598303,2884194.0830865446,426.00944941233615,110.0,17.0,222.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
48.0,777627.179333863,299672.1803011837,1611783.040115358,502.0876680965815,4.0,3.0,189.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
77.0,791805.539423966,77442.20272204943,1821420.5498166624,451.3362298186208,15.0,18.0,294.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
68.0,547562.8716252241,606456.7121664097,2235744.39833967,687.4060670818966,33.0,1.0,337.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35.0,547197.1491615291,272474.0864083996,2191507.534526909,743.6335066584397,9.0,12.0,310.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29.0,497640.4027376093,202748.64161470224,1245525.203402156,655.0710601173819,109.0,8.0,29.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46.0,292390.1579560228,244742.56423916484,6665654.262948917,503.3706729991928,41.0,18.0,251.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
26.0,411153.93099495646,467261.9971311062,1207356.85845959,824.5006065711111,19.0,19.0,89.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
56.0,887496.4315351958,404168.2867894936,1711083.489606248,584.7283686707634,36.0,17.0,24.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
71.0,1031875.8355091014,376686.4049024342,3168576.4588556136,587.3663903352982,87.0,13.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
54.0,1082720.3283789137,398746.78581756074,1869337.2862922573,546.457378722761,45.0,14.0,226.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
78.0,449011.38603686256,444374.6350210705,1176844.825404846,548.5098081884187,115.0,10.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
26.0,769338.3753470413,636075.748314708,1034268.456980587,592.4190846041104,119.0,10.0,210.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
44.0,913493.1289837596,126258.26106660714,2400564.6897673034,500.9979589091092,82.0,12.0,345.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
50.0,482345.1015615923,270774.8501476861,1939224.2154488435,609.7626799942248,37.0,15.0,259.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
50.0,804753.3494655648,245836.80163918264,1104596.5045040548,717.1539175545997,105.0,16.0,286.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70.0,716678.7861488684,512140.8000539201,1000853.6754164587,678.446829837085,58.0,13.0,364.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
39.0,556136.9178313501,310023.66580278287,2975456.2418314144,413.9834975278431,118.0,5.0,41.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46.0,981227.043607336,182536.3246443524,1601164.8930772874,608.9703456440807,63.0,8.0,73.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,1128377.2624257572,84675.34043961926,1426221.4409463978,541.0539503920899,102.0,9.0,166.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26.0,827306.9706008545,398746.78581756074,1880328.4309452537,710.8390773513615,95.0,5.0,78.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37.0,294386.8861996256,367937.4813323121,1934584.0925996853,570.192993998403,92.0,19.0,232.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,388590.6670983224,193866.28506508324,2195596.34201961,558.5562282593245,10.0,10.0,323.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.0,817172.0385083449,508452.1347775832,2160594.7897175224,613.014543469027,60.0,5.0,243.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44.0,909753.6723995452,438355.507490886,1746972.0425770006,507.9195589065896,38.0,4.0,261.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53.0,943944.2460293864,398746.78581756074,2266948.653202082,694.1592206338897,110.0,1.0,231.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
43.0,496926.6022137799,186279.11649949584,819283.7831292779,539.9770262619804,96.0,19.0,259.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
31.0,3345229.039875667,653772.0603229945,1893327.426605995,415.57593595591095,67.0,17.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19.0,692131.4245534199,227909.11771105183,1072266.769380513,610.5224063093567,88.0,9.0,316.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
23.0,804753.3494655648,115873.0454699084,1987019.7598909836,601.0948935201426,7.0,13.0,41.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
21.0,1051298.4448494469,152470.04481598607,750929.2032812338,593.4076230760056,33.0,2.0,75.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20.0,1087397.2892605434,564361.2173175988,2641308.762555315,731.802091835229,38.0,1.0,132.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
62.0,676500.3416692879,510454.5640194528,1308016.4511475936,584.9633537426167,45.0,1.0,222.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
44.0,459082.7129489109,265016.4784641724,1242415.4329537037,601.0948935201426,81.0,9.0,213.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
59.0,147629.21792390593,484311.3167528972,2408652.263524027,702.9443341628628,42.0,16.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
68.0,937454.5065994431,434574.9355218755,1247702.4839836848,577.2484406243703,47.0,17.0,243.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
47.0,863215.4200830078,485249.6071554429,2970211.2741399803,470.17412741994826,53.0,2.0,190.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
24.0,983734.3268003244,405151.3039369173,1334978.508103392,710.0831111531302,27.0,14.0,356.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
25.0,312266.2434388447,341706.66567800025,2297871.1620920184,636.7162020995954,102.0,4.0,237.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48.0,656367.124977201,345113.15885428805,961911.6598209814,581.3664102605682,18.0,1.0,308.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
61.0,804753.3494655648,269339.2405508404,2437191.4557230733,685.3292577922492,100.0,8.0,335.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,804753.3494655648,419473.6231634075,1827597.8515050465,620.646437083783,67.0,16.0,260.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35.0,244139.52076403925,730871.1847233332,1457162.3765854682,622.2316078266349,65.0,18.0,72.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
63.0,1130224.413767808,376699.6672270205,1104872.0367101536,609.4295221148557,116.0,16.0,360.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
72.0,761718.7427027939,499730.667433515,2053499.5004526745,601.0948935201426,84.0,17.0,158.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
26.0,1112257.0337014543,236134.5723961821,2066332.23174638,601.0948935201426,116.0,17.0,346.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
