id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
665,2021-01-17,64,Masculino,Norte,Divorciado,496361.6372385872,,2411045.7936741365,750.7026682949372,60,17,315,Alto,Basico,5,1,Tienda,Domingo,2,8239,1
666,2022-11-05,55,Femenino,Centro,Soltero,,229759.09488006047,1242728.1273258808,434.86743938149675,70,7,359,Bajo,Basico,4,0,App,Martes,12,2209,1
667,2023-03-14,41,Otro,Centro,Casado,1099872.203305566,596150.6613359019,1939175.9987849286,555.7160818751041,85,9,162,Bajo,Estandar,5,0,Tienda,Viernes,23,5718,1
668,2022-04-20,20,Otro,Norte,Casado,823907.6086835129,317424.15808358183,1638148.9317741403,677.0798488868442,45,17,20,Alto,Estandar,5,0,Web,Viernes,11,7923,0
669,2018-03-24,76,Otro,Norte,Soltero,1073705.3244343896,444317.00653626875,1875331.8883696287,449.09265956928283,37,10,193,Bajo,Estandar,1,1,Tienda,Domingo,0,2009,1
670,2022-07-29,36,Otro,Sur,Divorciado,685000.1809378524,314569.08343248523,691223.8254933264,,117,16,108,Alto,Basico,4,1,App,Miercoles,7,4927,0
671,2023-05-02,37,Masculino,Sur,Divorciado,724476.8238518406,267738.6586042119,2167307.6998850494,608.452079009459,66,18,56,Bajo,Estandar,1,0,Tienda,Lunes,5,2256,1
672,2020-02-11,32,Masculino,Centro,Casado,1198840.8839563776,398689.3647810406,2243459.934847124,608.8516259914373,84,18,140,Alto,Estandar,2,0,Tienda,Sabado,5,1687,0
673,2019-02-06,34,Femenino,Sur,Divorciado,902843.1686006243,525228.9553733554,2892165.8745039655,573.3335664984091,91,19,167,Alto,Basico,5,1,App,Viernes,8,1216,0
674,2018-12-20,32,Otro,Centro,Casado,4350111.053796491,446632.21242314955,1707348.424355785,652.0146389533,48,5,181,Medio,Basico,1,1,App,Sabado,13,9193,0
675,2021-04-21,63,Otro,Centro,Divorciado,722071.1423774932,481133.5901626303,1112409.6608656351,631.4436201202783,78,16,296,Medio,Premium,1,1,Tienda,Miercoles,8,3544,1
676,2023-03-06,76,Masculino,Sur,Soltero,1474934.032867243,150119.5388967502,2174069.884154903,427.0865077206247,75,19,64,Bajo,Premium,3,1,Web,Jueves,21,6666,1
677,2020-03-03,69,Otro,Norte,Divorciado,1475981.5867100353,275048.3793943209,3204269.684577167,742.0878497188493,103,4,58,Bajo,Premium,4,1,Web,Viernes,5,8530,0
678,2022-12-13,74,Otro,Centro,Soltero,834148.3267938681,403779.9595135884,1548859.7286212053,434.2697608506567,31,18,158,Alto,Premium,3,1,App,Jueves,8,6441,0
679,2020-09-18,37,Otro,Sur,Soltero,969144.5192182276,330760.1832270733,2298060.6850156165,,118,17,208,Medio,Basico,3,0,Web,Domingo,10,4370,0
680,2022-08-20,45,Femenino,Norte,Soltero,486202.30263905553,236816.52354890513,1937111.5547947125,682.2740363115688,56,8,253,Bajo,Premium,3,1,App,Domingo,2,6453,1
681,2021-09-19,38,Otro,Norte,Soltero,373008.8621459982,309388.80235201144,2239825.927390383,695.9018123256542,99,16,53,Bajo,Premium,5,1,App,Domingo,8,4370,0
682,2022-04-19,25,Femenino,Centro,Divorciado,1192566.1871445463,532441.5773525302,3224731.5753944544,566.1675278673654,73,17,143,Medio,Estandar,1,1,Tienda,Viernes,22,5504,0
683,2022-05-16,32,Otro,Sur,Casado,717143.9349788084,606862.0006663008,1834693.4440354896,725.9252256135142,95,18,211,Bajo,Estandar,1,0,App,Lunes,7,2878,0
684,2019-02-28,26,Masculino,Norte,Soltero,750861.6858887433,497509.1772099397,3546919.992784744,455.856952388693,39,14,38,Bajo,Premium,5,1,Tienda,Lunes,11,3452,1
685,2022-06-26,45,Otro,Norte,Divorciado,428316.90069602977,355910.8363727952,1312634.8350248658,665.6425921380454,31,16,284,Medio,Estandar,3,0,Tienda,Domingo,20,5670,0
686,2022-10-11,58,Femenino,Norte,Soltero,960315.457200182,503937.88413794077,1351142.383392045,531.7619488786623,75,10,76,Alto,Basico,1,1,Tienda,Domingo,0,1180,1
687,2022-08-15,58,Otro,Sur,Casado,1015548.0469340422,718448.3946958098,2563765.619280338,565.4400964664442,40,7,201,Bajo,Estandar,2,1,Tienda,Viernes,7,6408,1
688,2019-02-13,49,Masculino,Centro,Casado,787059.9058146938,658283.3948925857,3360473.8098474843,,116,5,57,Medio,Premium,5,0,Web,Viernes,1,7901,0
689,2020-01-02,61,Femenino,Norte,Divorciado,,534410.8265671773,1923524.0653843754,649.9767898407379,73,11,143,Medio,Premium,3,1,Tienda,Martes,8,5866,0
690,2021-10-02,74,Femenino,Sur,Divorciado,1163589.3661503072,386189.15958542714,1508839.955218677,431.2669747543623,36,18,99,Medio,Estandar,5,1,Tienda,Domingo,22,4945,0
691,2023-01-04,72,Femenino,Norte,Divorciado,762783.5687405943,341856.76901516767,3508846.0182840126,549.0496856092258,33,16,164,Medio,Basico,5,1,Web,Martes,0,6513,0
692,2021-12-08,36,Femenino,Norte,Divorciado,,197047.64322943223,4202880.966484116,552.3090328601133,10,9,287,Alto,Estandar,4,1,Web,Jueves,1,7408,0
693,2022-04-28,48,Femenino,Sur,Divorciado,1192722.6848911378,282907.2030956398,1144181.5586867125,588.2487268725192,81,9,321,Bajo,Estandar,3,0,App,Miercoles,16,4696,1
694,2018-01-22,58,Otro,Sur,Divorciado,768815.4071829679,431715.090721277,2813303.5317306644,456.65602866434483,46,1,355,Alto,Premium,3,1,Web,Miercoles,10,4381,1
695,2020-10-24,72,Masculino,Centro,Soltero,691885.0227140138,207815.59649059086,1528038.0273467808,792.8280828005895,106,18,311,Alto,Basico,5,1,Tienda,Lunes,4,4904,0
696,2021-11-09,53,Femenino,Sur,Soltero,679527.4616032984,456223.73662374367,1639556.4028068064,699.0172355939416,101,12,221,Medio,Basico,4,0,Tienda,Sabado,13,6520,1
697,2023-04-13,70,Otro,Sur,Divorciado,692339.9576658828,262980.1276587852,2194455.085271721,570.3852921672059,86,10,197,Bajo,Basico,1,1,Web,Miercoles,14,5791,1
698,2018-10-05,65,Otro,Sur,Divorciado,751310.9754982252,215080.28723841778,2030719.1752979662,,93,13,194,Bajo,Estandar,5,0,App,Lunes,2,7786,0
699,2019-04-10,37,Otro,Sur,Casado,995113.1397933428,503906.9778216158,2899468.79319527,674.5897813100518,111,8,137,Medio,Estandar,5,1,App,Martes,8,5400,1
700,2020-07-21,21,Masculino,Norte,Casado,235045.628328035,419086.3436043761,2243275.8701470485,538.4036421014532,5,5,324,Bajo,Basico,4,0,Web,Viernes,12,6471,1
701,2020-10-15,32,Femenino,Sur,Casado,434972.5723513258,476599.0250157147,1431845.007392493,633.6041831964667,42,13,6,Alto,Basico,3,0,Tienda,Miercoles,10,5603,0
702,2020-08-13,23,Masculino,Sur,Casado,1086732.2012504183,620241.3991122865,2272373.831189841,537.8535068537059,18,14,235,Alto,Premium,5,0,Web,Viernes,10,9190,0
703,2021-11-02,69,Otro,Centro,Divorciado,703335.9060036216,247411.94203491014,2346303.6888263784,690.5901531697775,48,16,95,Medio,Premium,1,0,Web,Miercoles,1,3444,0
704,2023-03-30,33,Masculino,Sur,Casado,340485.66916818864,377567.5908596465,1298955.272663718,719.3506214463982,94,5,211,Medio,Premium,5,1,Web,Jueves,11,7096,0
705,2021-06-21,69,Masculino,Norte,Divorciado,1050672.821217499,533085.3260804161,1981126.29003919,604.3424710881267,52,2,95,Alto,Premium,5,0,Web,Miercoles,19,7416,0
706,2022-07-26,70,Otro,Centro,Casado,1006751.9626786638,333327.1362579097,2459646.5121526057,496.55804752879527,47,6,71,Bajo,Estandar,1,1,App,Miercoles,5,7245,1
707,2020-06-30,61,Femenino,Norte,Divorciado,981332.5755172687,408210.9650120229,2085242.2800584075,620.6398182578469,119,14,243,Medio,Basico,2,0,App,Martes,16,4428,1
708,2018-10-01,42,Femenino,Norte,Soltero,1124612.083538795,303076.60443384154,1170936.0257205942,691.6347887000488,16,4,237,Alto,Estandar,2,1,Tienda,Domingo,21,5571,0
709,2018-01-26,26,Otro,Norte,Soltero,326567.4985455817,378965.6335527809,2417769.151949218,531.8436895743428,102,6,361,Alto,Estandar,4,0,App,Lunes,1,9675,1
710,2023-02-27,47,Masculino,Norte,Casado,407969.0494110927,574997.0097112412,1299182.8710574866,655.559903683746,109,19,59,Medio,Premium,2,1,Tienda,Sabado,22,6457,0
711,2023-06-14,65,Femenino,Norte,Divorciado,887772.244826246,500220.0528705184,2919906.0158520965,744.8334446928526,31,5,126,Alto,Premium,4,0,Tienda,Lunes,16,1506,0
712,2022-05-11,42,Otro,Centro,Casado,296281.1133266912,503536.0409784419,3060466.2844218463,532.3097708597552,92,15,334,Bajo,Basico,1,1,Tienda,Sabado,10,2102,1
713,2022-08-29,62,Otro,Norte,Soltero,714636.2125867239,333384.9376794096,2003133.4482377467,732.1447719685482,96,4,162,Medio,Basico,5,0,Tienda,Domingo,21,8229,0
714,2018-09-10,72,Otro,Norte,Soltero,1096012.4241861776,443874.95439707494,1969370.7013798715,613.963773975284,2,16,240,Medio,Basico,5,1,Web,Martes,14,8486,1
715,2018-05-03,56,Masculino,Sur,Soltero,960627.6612415949,296635.82929924416,2086100.1995791495,527.7152698096601,72,15,236,Alto,Estandar,2,0,Tienda,Lunes,10,1836,0
716,2020-11-14,63,Femenino,Sur,Divorciado,853584.395515268,513978.8432864455,1594366.0119217744,706.5940345683779,47,12,284,Bajo,Basico,2,0,Web,Jueves,0,5573,1
717,2020-10-02,40,Femenino,Sur,Divorciado,838173.8935454887,402013.0043566767,2039799.7549806067,843.3393004703411,42,16,172,Medio,Basico,5,1,Tienda,Lunes,1,8726,0
718,2019-09-25,38,Otro,Sur,Divorciado,2609386.53367852,264635.16641779244,2653478.244460106,546.9203234923707,92,8,243,Medio,Premium,1,0,Web,Jueves,15,6906,0
719,2021-04-18,72,Otro,Sur,Divorciado,1047039.3577101657,399031.6170742879,1923563.578175278,707.3623385821807,90,19,23,Alto,Estandar,5,1,App,Sabado,23,3910,0
720,2021-02-28,37,Otro,Norte,Soltero,1116521.0156919218,324305.8742573798,2364125.40451901,673.6605611484398,56,18,251,Bajo,Estandar,3,0,App,Viernes,5,1174,1
721,2023-05-13,26,Femenino,Norte,Divorciado,,123908.76922767964,3479513.338446851,718.6960782599042,60,2,173,Medio,Basico,3,0,App,Jueves,23,5495,0
722,2022-04-17,55,Femenino,Norte,Casado,1116842.561143821,459584.7627595085,1240207.6740589074,,38,15,13,Alto,Estandar,4,1,Tienda,Martes,15,2430,0
723,2021-11-30,23,Femenino,Sur,Soltero,739397.465971013,482520.59695137327,1244350.4429734363,794.2916454471116,13,6,75,Alto,Estandar,4,0,Web,Miercoles,16,6824,0
724,2023-01-25,71,Femenino,Sur,Casado,1078321.9044951028,370675.194605217,1659600.3189826484,574.1257050044425,106,6,126,Medio,Estandar,3,0,Tienda,Lunes,13,8656,0
725,2018-07-02,71,Femenino,Centro,Divorciado,93715.7110275504,33478.110370208626,2356950.223115111,717.4592116785373,13,16,356,Medio,Basico,2,0,App,Jueves,11,8205,1
726,2021-11-04,62,Otro,Centro,Casado,379291.29669354344,102272.19799930084,831050.0540834733,,79,1,221,Medio,Basico,3,1,Web,Jueves,19,1181,1
727,2020-09-09,72,Masculino,Sur,Soltero,243101.13555769844,299452.9315516569,2121234.752649561,455.75641489621665,28,9,50,Bajo,Premium,2,0,Tienda,Miercoles,2,5637,0
728,2018-07-08,20,Otro,Norte,Divorciado,800823.6512158782,,-51381.44387195492,600.2882682104738,15,16,40,Medio,Premium,5,0,Web,Viernes,13,7909,0
729,2019-02-01,52,Femenino,Sur,Casado,320226.4868803431,356960.5717733376,1484003.563235604,,49,5,77,Bajo,Basico,2,1,App,Viernes,5,4797,0
730,2020-05-02,61,Otro,Centro,Casado,546085.5712566674,386455.75203017535,2062736.9785981078,537.702615150056,79,19,36,Medio,Basico,4,1,App,Sabado,9,1792,0
731,2018-12-08,54,Femenino,Norte,Casado,824185.7551654238,301583.6670498615,2581414.858808962,495.268090443897,52,6,313,Alto,Basico,2,1,Tienda,Martes,23,3148,0
732,2021-11-03,35,Otro,Sur,Divorciado,1136745.8302675239,340979.8058663382,1416522.5892237122,573.1534535685538,111,12,160,Bajo,Premium,3,0,App,Sabado,2,8499,0
733,2022-04-18,49,Femenino,Sur,Casado,386494.4936924638,329702.474715285,2874833.099253052,,76,6,159,Alto,Basico,1,0,Tienda,Domingo,11,3513,1
734,2020-12-08,32,Femenino,Sur,Casado,624054.4219362432,382976.92939875426,458257.28175971773,396.6122176806828,36,9,256,Alto,Basico,5,0,Tienda,Martes,5,9698,1
735,2023-05-10,71,Otro,Norte,Soltero,441892.9133708981,555791.1242178697,1268088.043032534,423.2604494976105,76,10,183,Medio,Basico,1,0,Tienda,Lunes,3,4488,0
736,2022-02-22,28,Otro,Sur,Casado,1099090.6412283203,627024.714968504,2915304.97931007,593.8598634349465,63,6,260,Bajo,Premium,5,0,Tienda,Viernes,4,8781,1
737,2021-04-10,31,Femenino,Centro,Divorciado,,420575.01361364266,2433082.3579499424,682.2188406493373,113,15,230,Alto,Basico,5,1,App,Miercoles,9,4105,0
738,2022-08-04,41,Femenino,Norte,Casado,801717.7598814968,687299.8560995044,1466770.7996621905,715.7173890845111,39,4,66,Alto,Basico,2,0,Web,Jueves,15,6374,1
739,2021-06-26,44,Masculino,Centro,Divorciado,816251.8989380988,676591.8731292852,2182599.3819965417,731.9378145359494,88,6,352,Bajo,Estandar,4,0,Tienda,Miercoles,19,6047,0
740,2019-07-29,54,Otro,Norte,Soltero,710215.5679214757,623727.5408621505,2590325.5488665677,495.92665826263726,36,16,363,Bajo,Basico,3,1,App,Jueves,1,6578,0
741,2018-04-25,75,Otro,Centro,Divorciado,1165250.382750949,519091.6553295446,1106456.7534183655,590.2036263848468,89,15,254,Bajo,Premium,1,0,Tienda,Jueves,14,7972,1
742,2019-03-22,52,Femenino,Centro,Divorciado,826092.1849622771,367308.6478420528,-188756.78359820927,419.3524376564138,35,10,276,Alto,Premium,4,0,App,Viernes,8,2924,0
743,2020-10-04,72,Masculino,Sur,Soltero,1263219.9316939053,517683.9115927592,1791703.6547592776,623.5840599478099,102,2,313,Alto,Premium,4,0,Web,Miercoles,14,2227,1
744,2020-03-11,40,Masculino,Centro,Soltero,1107439.7090126604,622712.8957651457,1475495.8712674435,663.4060383208667,19,14,53,Bajo,Premium,1,0,App,Martes,3,3799,0
745,2021-06-04,57,Masculino,Centro,Soltero,433140.7139705169,380619.3253287528,1405441.9610685792,527.2510701982217,116,11,303,Medio,Estandar,2,0,Web,Viernes,16,9797,0
746,2020-04-05,21,Femenino,Sur,Divorciado,528630.7228931384,354646.3429318865,2577104.1479229904,550.2566662818751,51,9,99,Alto,Basico,4,1,App,Sabado,5,3130,1
747,2019-03-17,60,Femenino,Norte,Casado,784766.4378899437,668753.0783406243,3878517.5167921614,563.7496717011439,118,19,214,Medio,Premium,5,0,Web,Jueves,8,4872,1
748,2022-07-11,46,Masculino,Sur,Soltero,813225.7906833437,487451.3389542301,1227301.5011054492,625.0942934400755,1,3,276,Medio,Estandar,2,1,App,Lunes,21,4453,0
749,2023-01-04,31,Otro,Norte,Soltero,1011690.35940444,460824.60442707565,1767968.243383713,622.0473401522481,44,1,260,Medio,Estandar,1,0,App,Domingo,20,8381,0
750,2022-06-20,71,Otro,Norte,Soltero,975992.1773150114,237560.924832472,1784232.495888137,667.2133620655661,98,12,271,Bajo,Premium,2,0,App,Jueves,3,5330,0
751,2023-02-01,79,Otro,Sur,Divorciado,597417.7725191015,528882.2592855821,2969192.633855563,642.6455368260265,98,11,353,Alto,Estandar,1,0,Web,Viernes,16,2199,0
752,2022-12-13,67,Masculino,Norte,Casado,760620.6810842752,337301.94071451656,989277.3422775037,,43,19,309,Medio,Estandar,1,0,Web,Lunes,4,8479,0
753,2018-06-01,38,Otro,Norte,Divorciado,737011.2376828531,341482.60096590203,2558314.2010513507,639.9418992451947,60,4,289,Alto,Premium,1,0,App,Viernes,2,8545,1
754,2019-04-22,21,Otro,Norte,Casado,911863.6977229475,277314.749656118,2890497.0990483747,465.4410882910952,74,17,149,Bajo,Premium,1,1,Tienda,Miercoles,5,7914,0
755,2018-04-02,49,Otro,Centro,Soltero,366923.23857887485,158621.1191903579,7644258.173010065,702.0812962431902,102,14,358,Alto,Premium,3,1,App,Martes,14,4605,1
756,2019-07-15,18,Femenino,Centro,Soltero,296022.1967550179,184282.8001200775,2425264.3583250064,723.9836635732712,50,13,217,Bajo,Basico,5,1,App,Jueves,2,1264,1
757,2021-09-11,69,Otro,Norte,Casado,630135.0488222889,,1332146.0165205314,662.0485171224193,4,15,320,Alto,Premium,2,1,Tienda,Domingo,11,4206,0
758,2020-06-30,52,Femenino,Sur,Soltero,943560.7073224351,208008.70502110114,2816411.5392130697,645.1467881189625,47,4,170,Medio,Premium,2,0,App,Sabado,15,1904,0
759,2018-10-22,71,Femenino,Centro,Casado,1071078.763026909,442530.51721032016,3160326.9594763685,613.3415483895659,109,5,89,Medio,Premium,1,1,Tienda,Jueves,17,5375,0
760,2020-10-22,35,Masculino,Sur,Divorciado,1052238.1828218638,327909.50471349043,1283725.8052925183,600.2230511647462,30,10,276,Bajo,Basico,3,0,Tienda,Martes,18,4068,1
761,2019-04-24,53,Masculino,Sur,Soltero,533683.5272342376,716197.56318124,1821327.3407089517,557.5497035456002,69,5,196,Bajo,Basico,4,1,App,Sabado,3,7223,1
762,2018-01-30,77,Femenino,Sur,Casado,356743.6596192858,500147.28653667716,2227944.604390879,547.1679853291342,4,4,19,Alto,Basico,1,1,App,Martes,4,1609,0
763,2018-02-17,37,Otro,Norte,Soltero,419747.87265792006,502367.1365765898,2503916.8609284717,407.7818856817747,31,16,82,Bajo,Premium,4,1,Web,Jueves,11,9258,1
764,2022-01-23,65,Masculino,Sur,Divorciado,332851.98126261774,,1452022.7032286264,416.6652745504032,118,2,81,Bajo,Basico,3,0,Web,Jueves,9,9673,0
765,2018-02-13,52,Otro,Centro,Soltero,908011.5703270992,256379.83499823522,3977731.9405115377,609.3015143181129,33,5,118,Bajo,Basico,2,0,Tienda,Lunes,1,6020,1
766,2020-08-29,25,Otro,Sur,Casado,739336.7986012184,682854.8303316844,1030674.5965843566,624.0714041312622,113,18,242,Medio,Basico,3,0,App,Viernes,0,1960,0
767,2020-03-24,47,Masculino,Norte,Casado,577126.1707557717,,982731.0496902053,700.2759776198263,94,12,318,Alto,Premium,3,1,App,Domingo,14,9230,0
768,2019-09-02,53,Masculino,Sur,Soltero,970755.661832749,426476.0624315246,2640963.9134701476,627.6957268650827,109,18,100,Bajo,Basico,1,0,Web,Domingo,6,3274,1
769,2018-04-04,38,Otro,Sur,Casado,,171647.0777788294,759282.7919108279,676.7715001151139,8,6,300,Bajo,Estandar,5,1,App,Jueves,15,2641,1
770,2023-06-06,28,Otro,Centro,Divorciado,547918.8873252728,,2006461.2407287834,469.18818747820893,44,15,128,Medio,Premium,3,0,Tienda,Viernes,14,7080,1
771,2019-04-04,19,Femenino,Norte,Soltero,989305.2837629194,273241.5910846363,1947929.166304798,761.6759230230484,20,14,107,Medio,Basico,1,0,App,Domingo,8,7275,1
772,2018-09-04,28,Femenino,Sur,Divorciado,337490.181948243,266600.99622217513,1750066.2966682895,537.3012309198666,18,13,268,Alto,Estandar,5,0,App,Lunes,0,8860,0
773,2021-01-18,76,Femenino,Sur,Divorciado,984890.9138965943,361519.92518239585,2762358.8993746154,575.2134140459225,66,3,161,Alto,Estandar,5,0,Tienda,Viernes,14,3358,1
774,2022-04-18,71,Femenino,Norte,Casado,786750.3537338598,463464.0003183828,2732980.712358082,485.08440469845686,11,13,165,Bajo,Premium,2,1,App,Viernes,19,5893,0
775,2023-02-05,31,Femenino,Sur,Casado,415799.9775495994,453190.8275755407,1876850.5734442088,616.0303285994905,70,10,54,Alto,Premium,3,0,Tienda,Viernes,11,9650,0
776,2018-11-05,66,Femenino,Centro,Soltero,585925.1642573966,368747.65936291317,3378119.645295042,661.1592464606333,10,16,29,Bajo,Premium,5,0,Web,Sabado,18,7118,0
777,2019-11-12,61,Femenino,Norte,Casado,647239.8524204777,230818.51018707186,1318743.7566175216,555.189011219087,55,18,180,Bajo,Estandar,2,1,Web,Miercoles,21,5891,1
778,2019-12-22,77,Masculino,Centro,Soltero,964282.802167383,393597.344680892,1821593.0219699778,649.3837453454876,94,7,80,Bajo,Premium,4,1,App,Viernes,21,3773,1
779,2020-06-10,46,Otro,Centro,Casado,990916.3324928181,400471.30748735735,2251339.8112697797,601.4741846590601,110,16,342,Medio,Basico,4,0,Tienda,Domingo,5,6914,0
780,2022-04-14,69,Femenino,Sur,Divorciado,979502.5152042373,,1005671.6941275845,599.0582494160899,30,17,358,Medio,Estandar,3,0,App,Viernes,18,9536,1
781,2018-09-12,74,Femenino,Centro,Soltero,1171382.2867176048,227940.40377672328,1374789.2154548084,541.5889677058387,82,1,71,Medio,Basico,2,1,App,Martes,16,6941,0
782,2020-09-12,63,Masculino,Sur,Soltero,639791.5247926536,370789.4441360555,1568076.9950165153,490.8040545049529,13,7,232,Medio,Premium,2,0,Web,Domingo,5,2110,1
783,2020-04-07,41,Masculino,Norte,Soltero,712102.4456623435,93945.27094500727,2087486.3170114867,634.9310942015777,83,14,319,Bajo,Premium,2,0,App,Jueves,16,5895,0
784,2019-02-24,24,Otro,Norte,Soltero,1046573.9001691337,455675.1612176071,2892315.0796057647,511.3136665046918,86,12,146,Alto,Premium,5,0,Web,Viernes,13,3681,0
785,2018-09-06,71,Femenino,Sur,Soltero,313645.33225613803,580645.1946088962,1619402.0552562294,345.4610549039099,42,19,235,Medio,Basico,3,1,Tienda,Martes,23,8959,0
786,2021-12-23,49,Masculino,Sur,Divorciado,179490.04543786566,47522.27620213764,2631408.4509767154,611.2936734820406,81,18,261,Medio,Estandar,2,0,App,Jueves,21,2020,0
787,2022-02-11,28,Otro,Norte,Soltero,511307.1589524076,407535.9581731988,3075341.9944901797,525.4799277608145,108,15,340,Bajo,Basico,5,0,App,Martes,10,7816,1
788,2019-01-09,49,Femenino,Sur,Casado,683312.3706265823,309142.00710599613,1410038.5857884395,617.8399340492531,36,15,320,Alto,Estandar,4,1,App,Miercoles,21,1129,0
789,2020-09-19,72,Otro,Sur,Casado,833556.5625489872,337440.5550658863,1380731.177140064,386.03636815476796,9,1,130,Bajo,Estandar,2,1,App,Martes,19,4902,1
790,2022-04-09,23,Femenino,Norte,Soltero,449429.9903615148,484258.2457625186,2099150.0904738605,711.9997981413392,117,4,319,Alto,Basico,2,1,Web,Miercoles,15,7928,1
791,2022-12-14,29,Masculino,Norte,Soltero,887674.8406167992,582194.2610081515,1217929.750251874,590.251847601386,11,19,155,Alto,Premium,2,0,Web,Viernes,9,7002,0
792,2019-10-07,50,Otro,Centro,Casado,965853.1978867525,337348.4742828158,1643522.7896001374,643.0538631096514,92,4,90,Medio,Premium,5,0,Tienda,Sabado,19,1368,0
793,2019-05-26,60,Femenino,Sur,Soltero,5543152.187007375,252590.18696425657,1358505.950213309,473.5660042162175,79,11,308,Medio,Premium,3,0,Web,Sabado,21,2934,0
794,2019-10-15,77,Otro,Sur,Casado,,372268.71331917186,1185383.166261389,512.8219170212251,30,4,151,Medio,Estandar,4,0,Tienda,Jueves,4,7323,0
795,2018-12-11,72,Femenino,Norte,Divorciado,776870.4041164777,562887.8365266335,2031618.9548816453,642.9454022107642,113,17,361,Bajo,Basico,2,0,Web,Jueves,11,3492,1
796,2018-08-07,32,Masculino,Sur,Casado,908965.0795495922,269897.1025197213,2412160.639435321,582.4998007544032,56,3,279,Bajo,Estandar,2,0,Tienda,Lunes,19,3688,1
797,2018-06-14,28,Otro,Centro,Divorciado,1077730.9564514833,,1724655.0304509592,725.4285057262401,69,13,108,Alto,Estandar,4,1,Tienda,Martes,5,5725,0
798,2020-02-10,61,Otro,Sur,Divorciado,1322992.4782587006,615556.5491716223,1540288.0681246184,597.7327363998335,17,16,245,Alto,Basico,5,1,Web,Sabado,23,1733,1
799,2022-01-03,78,Masculino,Norte,Soltero,977395.8716793298,315886.87810370704,2644623.7791192024,661.924987267992,16,8,346,Bajo,Basico,2,0,Web,Martes,14,3612,1
800,2020-02-02,63,Femenino,Norte,Divorciado,1243489.716805668,333001.5659149483,1883328.6323393194,657.6911568640911,40,13,154,Bajo,Basico,5,1,Tienda,Sabado,9,4927,0
801,2019-06-04,30,Otro,Norte,Divorciado,,145801.83310705793,1295147.5250774082,578.3850735793023,13,17,97,Medio,Premium,1,0,Web,Sabado,12,6127,1
802,2019-10-02,42,Femenino,Sur,Casado,992949.6651577055,333084.0504605076,2938751.433676041,756.7449556414952,15,4,273,Alto,Premium,4,1,Tienda,Miercoles,11,3584,0
803,2018-12-16,23,Otro,Centro,Casado,1179875.5708622413,818583.8539445491,1865095.421253988,695.1758285685172,99,5,286,Medio,Premium,3,0,Web,Jueves,14,4625,0
804,2019-06-14,43,Femenino,Centro,Divorciado,960561.4847950442,596245.948628842,2538850.9315769398,626.2402496400013,69,1,181,Bajo,Estandar,4,0,Tienda,Martes,19,7258,1
805,2018-01-24,49,Otro,Norte,Divorciado,930837.6279079663,356580.4541656482,3711386.0638097636,560.4663836483479,91,1,193,Bajo,Estandar,3,1,Web,Domingo,18,8109,1
806,2021-03-27,74,Femenino,Norte,Divorciado,832658.487970419,687428.449625202,2803642.452068312,,118,5,173,Alto,Basico,5,1,App,Sabado,0,4774,0
807,2021-03-11,78,Otro,Sur,Divorciado,1339980.9543968623,546209.1075234085,1301400.5225830486,464.8377944777908,119,1,295,Alto,Basico,5,1,Tienda,Sabado,17,9983,0
808,2019-06-04,46,Masculino,Centro,Soltero,880941.0915622094,80805.97866890393,1161097.6209646969,523.9213858325378,40,5,364,Alto,Estandar,4,0,Web,Lunes,11,5418,0
809,2018-08-01,65,Masculino,Sur,Casado,618520.7623060348,348929.6413145661,1911564.3466546005,517.2726494132415,93,1,1,Alto,Premium,5,1,Web,Miercoles,8,6547,0
810,2018-11-15,62,Otro,Sur,Soltero,988047.1506159022,368083.60854914517,1581355.5347819459,776.6738833900631,23,5,207,Bajo,Estandar,5,1,Tienda,Sabado,0,7234,1
811,2021-10-30,36,Masculino,Sur,Divorciado,1018660.470955133,381243.18518752453,-161457.35338843334,506.0032137793371,110,9,128,Bajo,Estandar,2,1,Tienda,Lunes,12,6042,1
812,2022-09-06,74,Otro,Norte,Soltero,842363.3157410419,378326.5085387179,1213497.2365750489,622.5785086192968,78,11,325,Medio,Basico,4,0,App,Sabado,17,9020,1
813,2020-03-03,22,Masculino,Sur,Soltero,666156.242212664,600365.4231899778,2256292.2306833174,698.6303804513044,58,8,280,Bajo,Estandar,5,1,Tienda,Martes,21,8010,1
814,2022-09-20,20,Femenino,Centro,Casado,1065452.573783775,536959.021556082,966000.1494959724,517.6789182669417,10,6,16,Medio,Premium,1,1,Web,Lunes,21,3300,0
815,2018-04-23,65,Otro,Centro,Casado,1031977.5724035257,439668.2431629868,2367331.6401502425,632.3774135463482,25,13,80,Alto,Basico,2,0,App,Jueves,21,3392,0
816,2018-08-02,42,Femenino,Sur,Casado,1003032.0909963166,310000.01586976595,1284220.6524831618,573.685853423612,15,9,23,Alto,Basico,2,0,Web,Jueves,5,4890,0
817,2020-08-17,75,Femenino,Norte,Divorciado,1046622.4452389602,345050.0427893946,1249136.739894619,711.1414505396879,107,1,124,Bajo,Basico,1,1,Web,Lunes,17,2404,1
